#1.2																																																																																																																																																																																					
661	180																																																																																																																																																																																				
symbol	symbol	MLC94_46_LYM009	MLC96_45_LYM186	MLC91_27_LYM427	MLC91_28_LYM428	MLC94_50_LYM004	MLC95_62_LYM114	MLC95_85_LYM137	MLC94_67_LYM027	MLC94_100_LYM057	MLC96_31_LYM173	MLC91_14_LYM432	MLC96_22_LYM164	MLC96_92_LYM233	MLC95_57_LYM109	MLC92_53_LYM248	MLC95_84_LYM136	MLC95_26_LYM079	MLC96_35_LYM177	MLC96_82_LYM223	MLC95_18_LYM072	MLC94_59_LYM019	MLC95_90_LYM142	MLC95_51_LYM103	MLC95_67_LYM119	MLC96_39_LYM181	MLC92_71_LYM266	MLC94_64_LYM024	MLC94_43_LYM006	MLC96_21_LYM163	MLC94_44_LYM007	MLC95_48_LYM100	MLC95_53_LYM105	MLC96_70_LYM211	MLC94_27_LYM002	MLC94_54_LYM014	MLC95_78_LYM130	MLC91_34_LYM399	MLC91_54_LYM325	MLC95_35_LYM088	MLC96_56_LYM197	MLC95_75_LYM127	MLC94_75_LYM035	MLC96_63_LYM204	MLC92_67_LYM262	MLC92_34_LYM294	MLC99_51_LYM241	MLC95_63_LYM115	MLC91_76_LYM324	MLC91_39_LYM407	MLC91_21_LYM421	MLC95_80_LYM132	MLC91_56_LYM394	MLC95_95_LYM146	MLC94_51_LYM011	MLC91_53_LYM323	MLC91_74_LYM320	MLC95_58_LYM110	MLC95_52_LYM104	MLC95_39_LYM092	MLC96_88_LYM229	MLC96_58_LYM199	MLC91_75_LYM321	MLC92_57_LYM252	MLC95_94_LYM145	MLC92_72_LYM267	MLC92_26_LYM286	MLC96_42_LYM183	MLC95_05_LYM059	MLC95_47_LYM099	MLC94_96_LYM054	MLC94_83_LYM041	MLC91_83_LYM308	MLC91_82_LYM307	MLC94_55_LYM015	MLC95_56_LYM108	MLC96_78_LYM219	MLC91_81_LYM306	MLC96_53_LYM194	MLC92_25_LYM285	MLC96_43_LYM184	MLC92_45_LYM238	MLC94_66_LYM026	MLC91_88_LYM299	MLC96_54_LYM195	MLC96_06_LYM154	MLC92_100_LYM284	MLC96_83_LYM224	MLC95_42_LYM094	MLC94_78_LYM038	MLC91_62_LYM309	MLC91_86_LYM301	MLC91_87_LYM300	MLC95_69_LYM121	MLC96_87_LYM228	MLC91_22_LYM422	MLC92_42_LYM277	MLC94_26_LYM001	MLC95_12_LYM066	MLC91_99_LYM297	MLC91_84_LYM303	MLC95_49_LYM101	MLC96_17_LYM159	MLC94_90_LYM048	MLC95_89_LYM141	MLC91_20_LYM419	MLC96_100_LYM245	MLC95_50_LYM102	MLC91_73_LYM317	MLC91_10_LYM439	MLC94_93_LYM051	MLC96_81_LYM222	MLC92_52_LYM247	MLC96_96_LYM237	MLC96_93_LYM234	MLC95_93_LYM125	MLC91_43_LYM411	MLC94_92_LYM050	MLC95_30_LYM083	MLC94_74_LYM034	MLC95_07_LYM061	MLC91_55_LYM391	MLC94_53_LYM013	MLC94_52_LYM012	MLC96_57_LYM198	MLC95_72_LYM124	MLC95_15_LYM069	MLC91_51_LYM318	MLC96_99_LYM244	MLC91_18_LYM415	MLC94_45_LYM008	MLC95_10_LYM064	MLC95_08_LYM062	MLC94_72_LYM032	MLC94_82_LYM040	MLC92_94_LYM272	MLC96_90_LYM231	MLC96_40_LYM182	MLC91_38_LYM404	MLC91_17_LYM413	MLC91_80_LYM305	MLC91_79_LYM304	MLC96_23_LYM165	MLC95_04_LYM058	MLC91_66_LYM313	MLC96_50_LYM191	MLC91_15_LYM431	MLC91_35_LYM400	MLC95_23_LYM076	MLC95_27_LYM080	MLC95_40_LYM093	MLC96_71_LYM212	MLC96_48_LYM189	MLC96_86_LYM227	MLC91_29_LYM429	MLC92_97_LYM281	MLC94_86_LYM044	MLC96_04_LYM152	MLC95_14_LYM068	MLC92_38_LYM275	MLC95_55_LYM107	MLC96_44_LYM185	MLC95_64_LYM116	MLC94_70_LYM030	MLC96_89_LYM230	MLC96_62_LYM203	MLC96_18_LYM160	MLC94_57_LYM017	MLC96_49_LYM190	MLC95_92_LYM144	MLC95_96_LYM147	MLC91_36_LYM401	MLC94_85_LYM043	MLC91_24_LYM424	MLC91_25_LYM425	MLC91_72_LYM316	MLC96_24_LYM166	MLC96_75_LYM216	MLC95_82_LYM134	MLC91_40_LYM408	MLC94_62_LYM022
FNBP1	FNBP1	-0.4411	0.8005667	0.494633333	-0.09026667	-0.0199	-0.2608	0.976633333	0.17366667	1.277333	-0.2149	0.458833333	-0.06033333	0.815166667	1.082666667	-0.446509267	0.430866667	-0.15303333	0.8315	0.06543333	-0.131066667	-1.36433333	-1.373	-0.2351	-1.1415	0.2186667	-1.661666667	-0.1564	-0.357	-0.639966667	-0.112866667	0.3552	0.11873703	0.447133333	-0.293766667	0.417166667	-0.0325	0.6149	0.05163333	0.5287667	0.49746667	0.566	-0.326433333	1.259	0.174966667	0.622866667	-0.063033333	1.134	-0.017	-0.5946	0.4819	-0.04786667	1.167133	0.2483	0.2456	0.0161	0.209733333	0.210566667	-0.393133333	-0.42593333	0.459492593	0.552266667	0.134782222	-0.528433333	0.557633333	0.546	-0.054766667	-0.4561	0.8348433	0.421933333	-0.076	-0.3118	0.3086	-0.254233333	0.77086667	1.138533	0.21150333	-0.2731	0.01466667	-0.200033333	-0.27726667	-0.2444	0.189466667	-0.2075	-0.191266667	-0.562866667	-0.464	-0.5964	-1.0637	-0.47603333	0.3066333	-0.4259	-0.4013	-0.3507	-0.0967	-0.057	-0.653933333	-0.148733333	-0.3427667	0.540266667	0.511966667	-1.25703333	-0.18906667	-0.339933333	-0.264133333	0.11436667	-0.216633333	-0.2435	0.610466667	0.387833333	0.0381	0.175	-0.579266667	-0.7533	-0.587	0.2716	0.0004	0.3493	-0.40526667	-0.28803333	-0.873433333	0.106533333	0.14	-0.41373333	-0.1984667	0.4543333	-0.20933	0.16816	-0.3241333	0.231233333	0.338	-0.3318	0.3146667	-0.01383333	-0.124733333	-0.53173333	-0.206533333	-0.795733333	0.838396667	0.59493333	-0.1598	0.2583	-0.4532	0.578266667	-0.1534	0.228	0.0953	-0.1107	0.3891	-0.415266667	-0.1240333	0.02333333	-0.0116	0.27666667	-0.4846	0.187033333	-0.4723	-0.17846667	-0.222133333	0.662133333	0.8852	0.176666667	1.240666667	0.077	-0.393033333	-0.610033333	-0.3152	0.311233333	0.612866667	-0.3525	1.00113333	-0.015766667	0.164266666	0.592433333	0.2785	0.440133333	0.053533333	0.1289333	-0.463266667	0.2974667	-0.786403333
FOS	FOS	-0.03658335	-0.09775	-0.06045	-0.7893	-0.882311111	0.2055	2.086	-0.08055	-0.002125	1.09965	-0.53955	-1.09215	1.1727	-0.08551389	-0.13426875	-0.73759445	1.0536	-0.54505	-1.2478	2.0565	-1.20807222	-0.873695	-0.94547222	-0.850911111	0.42225	0.79105	-0.655075	-0.9981	-0.39965	0.29935	2.4155	0.09675715	1.7675	-0.18615625	0.362638883	-0.95385	-0.662	0.07715	0.256975	-0.649005	1.0211	0.50625	-0.20325	-0.89995	-0.22005	1.28025	-0.74425	-0.75795	-1.363	-1.0801	0.541725	0.3834	-0.4972	-0.953483335	0.94895	-0.13805	0.4422778	0.85295	0.85425	1.42885	0.97435	2.461	-0.3601	-0.81525	1.3757	-0.3229	1.52	0.2513	1.191	0.16252778	-0.13455	1.0594	0.5632	0.058885	0.3806556	0.70325	1.9425	0.66815	-1.6915	-0.27295	-0.8799	-1.283	1.4395	0.403305	-0.8906	0.98735	-0.38185	1.256	1.3985	0.07236	-0.248125	-0.2359	1.1181	3.05775	1.915	-0.6316	0.4181	-1.5212	1.5175	0.073025	0.34485	-0.2494	-0.948825	0.115	0.376935	1.616	0.365225	1.593	-0.20815	-0.9588	0.4981	1.361	0.09045	0.35745	-0.54515	1.3795	0.7339	1.0643	-0.78501	1.4029	0.0273	0.60225	0.2253	0.1124	-0.73425	0.11985	-1.00335	0.6406	0.22565	-0.0607	-1.5055	0.0347	-0.47815	-0.9246	-1.467	0.488	-0.178725	-0.080875	0.4673	0.2416	1.855	-0.1951	-1.2935	-0.5791834	0.47445	-0.2013	1.0652	-0.8968	1.3045	-1.0642	-1.3251	0.1295	-0.6727	1.834	-0.7706	-1.09315	-1.35	1.448	-1.0484	1.245872	-1.1695	-0.85765	0.91365	-0.43905	-1.2375	1.12695	0.024075	0.594	-0.7931	0.334375	1.1085	-1.08915	1.5585	-0.67095	-0.96315	-1.484	0.49	-0.622927778	0.1388	-1.22045
FOXO1A	FOXO1A	-0.176516667	0.2945	0.596433333	0.61843333	0.35995	-0.07825	1.5073889	-0.05203333	-0.5399667	0.71436667	0.445966667	1.054367	0.678335	0.361433333	-0.04281851	0.503466667	0.38374167	0.97396667	-0.64126667	0.38195	-0.2392	0.220733333	1.332	0.838333333	0.03186667	0.663033333	-0.12145	-0.19463333	0.066633333	-0.382766667	-0.4191333	0.5095	-0.48328	0.5646	-0.490666667	0.51545	0.5207667	-0.3307333	0.9714	0.24123333	0.304233333	0.527866667	-0.20226667	1.323333333	0.42495	-0.4439	1.069466667	1.1993	1.222566667	0.293066667	0.5185333	-0.09963333	0.007033333	-0.6874	0.230066667	0.032933333	0.517933333	0.08623334	-0.4264	1.066333333	-0.472833333	-0.190383333	-0.679266667	0.732233333	0.7715	0.5448	0.4697333	-0.2313833	0.649983333	0.81666667	-0.055966667	-0.833266667	0.605566667	-0.42663333	1.205667	0.46233333	-0.0038	0.1731333	-0.154233333	-0.36603333	0.6365333	0.174166667	0.1049	0.908983333	0.3165	0.1327667	-0.6417667	-1.873666667	-0.4931	0.02943333	0.3098	-0.550533333	-0.1391	0.787466667	-0.6867	-0.599733333	-0.280566667	-0.1390667	0.101333333	-0.16545	-1.2633	-0.08605	-0.966510417	-0.26	-0.24708333	-0.912766667	-0.757833333	-1.104066667	-0.769433333	-0.5136333	-0.3653	-1.017266667	-0.25943333	-0.156857143	-0.121033333	0.4588	-0.488366667	-0.98093333	-0.17996667	-0.60484	-0.20075	-0.390816667	-0.15705	-0.2222	0.4854	-0.576166667	-0.705566667	-0.4263	-0.501566667	0.19626667	-0.30443333	-1.102933	0.34526667	-0.122653333	-0.40633333	-0.7225	-0.315433333	0.3643	0.8825	0.902366667	-0.0618	-1.049266667	-0.417133333	-0.8593	-0.7568	-0.670166667	-0.4703	-0.625566667	-0.7417	0.08303333	-1.340667	-0.134433333	-0.02003333	-0.5744667	-0.610440741	-0.581833333	0.05621667	-0.20165	0.026516667	0.2586333	0.381733333	0.160033333	0.10906667	0.4675	-0.579466667	0.410133333	-0.370983333	0.257133333	0.440233333	0.14073333	0.736866667	-0.330016667	0.4043	-0.10595	0.921533333	0.012743333	-0.7376417	-0.48706667	-0.0499	-0.21638889
FPR1	FPR1	-0.0168	1.88	2.175	0.5349	-0.2903	-0.2064	-1.952	-1.987	-1.101	0.4104	0.4557	0.4515	1.391	1.063	-0.1407	-0.0194	-0.4545	-1.064	0.5591	-0.9178	-1.074	0.2614	0.3551	-1.136	1.258	-0.0569	-0.6994	-1.657	-0.3685	-1.233	0.3477	0.5817	-1.862	-0.4333	0.8866	0.0699	-0.5211	0.4934889	-1.553	-1.307	-0.5259	-0.4975	-1.992	-0.1584	-0.7086	0.1526	-1.661	0.3661857	-0.6374	-0.4801	0.4334	1.274	-0.032	-1.101	1.97626	1.557	0.8161	1.462	1.747	1.52	0.1295	1.607171429	1.971	-1.6	0.0506	0.1191	-0.8466	0.9374	1.795	1.212	0.8858	0.79305	3.567	-1.508	2.259	1.384	0.6502944	0.3332	-0.4352	-0.5316	-1.55777	-1.001	-0.0835	-0.1936	-1.228	-5.72E-10	-0.3038	-1.283	-1.179	0.70171	2.029	0.5973	-0.6925	0.899	2.341	-0.6502	-0.822	-0.3169	3.275	5.1	-1.093	1.91	0.228511111	1.315	3.118	1.677	1.36	2.736	4.736	1.42278	0.3781	0.4471	0.6269	-0.4111	1.719	0.9363111	0.1787	-0.7358	-0.2966	-0.4853	1.41336	1.706	-1.617	-0.4696	0.6371	-0.7417	1.141267	1.393	4.596	-0.7633	-1.728	-1.979	1.35	0.2892	-0.27513	0.1649	-1.108	2.569	3.345	4.557	3.552	1.153	0.0359	0.9412	0.35	1.28	3.455	-0.313	0.3493	-0.8325	-2.289	0.9238	0.7997	3.396	0.4063	0.0523	-0.4512	0.5492	-0.4843	0.8566	0.8691	1.333	1.482	-0.2805	-1.706	3.057	-0.9409	-0.1497	1.065	1.135	1.83282	-0.1165	1.403	-0.3595	1.0742	-0.7843	0.059	-0.3426	2.143889	-1.223
FTH1	FTH1	0.532871875	0.60345	-0.888575	-0.01671944	-0.17895	0.006275	-0.56325	0.2160375	-0.5544	-0.0523375	-0.081775	-0.286675	0.617225	0.0585	0.7967	0.753825	-0.444275	-0.39845	-0.29330832	-0.633025	-1.033625	-0.530075	0.2564	-0.2429625	0.470025	-0.391375	-0.5077	-0.4693375	0.664675	0.011725	-0.062825	0.8469125	0.042625	-0.039875	0.7834	-0.22325	-0.410275	-0.531875	-0.0117875	-0.82053594	0.0160625	0.4089	0.52415	-0.14885	-0.47366	0.3384625	-0.492225	-0.17957164	-0.7327	-0.4562875	-0.818925	-0.5546875	-0.086525	-0.16142625	0.31155	0.272164	0.6985	0.35165	0.80375	0.3698	0.34465	0.235709736	0.57815	-0.1368375	-0.688075	-0.725625	-0.6967	0.6034625	0.212525	0.702925	0.3031775	0.0983875	-0.032125	-0.18063375	0.4765458	0.7063	0.28045	0.1704	-0.929975	-0.184675	-0.5029425	-0.428825	-0.44155	-0.27185	-0.67780695	-0.85	-0.062875	0.865990625	-0.855545	-0.2979	-0.33525	-0.2956	0.3317875	0.823575	0.0119625	-0.741315	0.21435	-0.1361	0.49965	0.9719	-0.7109875	-0.002575	-0.5019125	0.4776	0.0818375	0.6344625	0.42495	0.427808333	0.1702625	1.15845	1.404475	0.61035	0.500725	-0.379875	0.6392	-0.5655125	-0.378529175	0.115925	-0.99605	0.6625125	-0.460670833	1.105025	-0.33685	0.2548	0.4929	0.0951375	0.00455	0.5731	-0.005975	-0.0844275	-0.4431	-0.0312375	0.17466125	-0.3519	-0.606925	-0.0634125	0.019575	-0.4947	-0.0922125	-0.10779375	-0.7584	0.0759	0.113275	-0.27475	-0.0055	0.100625	0.521825	-0.09729445	-0.245025	-0.1437	-0.226225	0.79775	0.38135	0.353625	0.3277375	0.3677	0.335225	0.547675	0.1584	0.451675	0.0393375	0.073975	-0.5567	-0.3465	-0.1548625	0.6489	0.41955	0.891825	0.094475	0.173475	0.1644375	0.23334375	-0.11425	-0.265725	-0.395000006	-0.5823375	0.323525	-0.2852	0.244275	-0.15225
FUSIP1	FUSIP1	-0.32035	-0.3802	0.1465	0.2214	0.3085	0.1516	1.329	0.1453	-0.0679	-0.1323	-0.3975	-0.01206	0.5834	-0.6112	0.063075	0.1022	-0.2542	0.5689	-0.3995	-0.4223	0.5067	0.9322	0.8109	0.7637	0.4472	-0.0726	-0.5003	0.7312	0.1994	0.7416	-1.672	-2.474	0.2245	-0.4159	0.695157143	-0.2189	0.0846	0.1574	0.6153	0.0642	0.5756	0.2372	-0.0048	-0.0447	-1.577	-0.2683	-1.744	-2.995	0.8479	0.2018	-0.9685	0.0358	-0.2502	-0.3437	-0.1064944	0.1355	-0.2273	-0.1974	-0.6101	0.3291	0.1432	0.140433333	0.1522083	0.2975	-0.1656	-0.34557	-0.0945	-1.142	-0.3327571	0.0092	0.7639	0.0371	0.1604	0.9688857	-0.05066429	-0.2667	0.1275	0.2209	-0.7398	-0.1161	-0.296	-0.851	-0.2018	-0.2425	-0.1522	-0.6588	-0.4774	-2.49E-08	-0.454	-0.4581	-0.5911	0.1357778	-0.3672	-0.1707	-0.237	0.1355	-0.4822	-1.198	-0.6593	-0.1572	0.3236	-0.8007	0.6666	-0.7493	-0.4188	-0.615	-1.41	-0.49502143	0.0299	-0.5544	0.2021	-0.493294444	0.5748	0.3125	-0.0709	0.3064	0.4397	0.5578	-0.2803	0.4326	0.2896	0.2815	0.3229	0.6021	0.5512	-0.171	-0.4711	-0.8392	-0.4762	0.3012	0.4573	0.2367	-0.009185	0.2002	-0.37	-0.0003	0.8575	0.2409	0.3102	-0.1294	0.086725	-0.5285	-0.0145	1.454	0.4415	-0.415	0.0582	1.006	-0.0515	0.1233	0.654	-0.5326	0.1779	-0.0399	-0.782	0.3868	0.4103	-0.3903	0.3357	0.294825	-0.1182	0.0842	0.2061	0.3964	0.8344	-0.3264	0.4603357	-0.1206	0.2392	0.0545	1.023	0.0787	0.2545	0.3855	0.6473	0.2985	-0.0247	0.2098	-0.0238	-1.121
FYB	FYB	-0.2506	0.9371	-0.2406	-1.239	-0.132	-0.6335	-0.3922	-0.8249	-1.763	1.588	-0.2703	-0.8263	0.7038	0.922	0.2844	0.344	-0.0577	-0.5928	0.135	-0.6262	-1.158	-0.9559	-0.2318	-1.329	-0.4716	0.1857	0.1622	-0.492	0.8216	-0.6437	0.398	1.043	0.4222	0.6377	0.1141	0.9012	-0.1803	-0.838	-0.7449	-1.375	-0.1635	0.3917	-0.6171	-0.5929	-0.2091	0.7146	-0.5103	0.5164	-1.448	-0.8523	-1.008	-0.4604	0.5991	-0.7579	1.345	0.8358	1.392	0.6197	0.238	1.078	0.8695	1.26	1.09	0.6984	1.367	1.996	1.818	0.619	0.7191	0.2185	-1.115	0.4798	0.3545	-0.6071	1.613	2.129	0.7765	-0.2562	-0.442	-0.3723	-1.364	0.4022	0.9999	-0.562	0.537375	1.937	0.5016	1.022	-0.4161	4.34E-09	-1.018	-1.014	1.129	1.818	-0.0255	0.366	0.6643	-0.138	0.3924	1.451	-1.745	-0.6609	-0.423	1.671	1.225	1.664	1.622	2.125	1.919	2.159	1.224	1.418	1.412	1.562	1.637	1.24249	-0.8644	0.1486	0.6273	0.4503	0.7101	1.557	-1.286	0.7135	1.293	-0.6224	1.003	1.347	1.805	-0.5699	-0.6895	-0.0772	0.6195	0.2129	-0.5726	0.4654	-0.7078	-0.8587	1.622	0.245	1.185	-0.0868	-0.9663	-1.662	-0.8188	0.0454	1.247	-0.3405	-0.5799	0.5763	-1.223	0.7784	1.592	0.9345	-0.6936	-1.079	-0.9138	1.057	-0.2667	-0.1675	0.1579	-1.391	0.3346	0.0896	-1.110378	0.5251	0.4754	0.0067	0.18	0.3837	-0.4912	-1.109	-0.2459	-0.4812	-1.597	-1.037	-0.1791	-1.457	1.401	-0.5509
FYN	FYN	-0.73465	0.188775	-0.9273	-1.1479	-0.560775	0.215625	0.887075	-0.69965	-0.208325	1.2085	-1.80675	-0.8	-0.2995	2.06625	-0.57225	-0.13715	-0.1210625	-1.53425	-0.0125625	0.38095	-0.9554	-1.22975	0.53735	-2.14225	-0.0393875	-1.6913	-0.913425	-0.418275	0.1735	1.48335	-0.415975	0.0978875	0.724875	1.035525	0.856325	0.39135	0.39225	-0.8583	-0.633775	0.3708	0.0039125	0.87715	0.96825	-1.39625	-0.9108	0.0140125	-0.343165	0.44195	-0.593	-0.190175	-0.11585	-0.818225	0.0376875	1.05386111	-0.34075	0.552625	0.19555	1.286	0.3346625	0.645725	1.147	1.5325	0.7111	0.589575	0.7552	0.72095	1.473	0.762575	0.61825	0.093925	-1.16895	0.3788	0.0219875	1.10555	1.037125	1.74175	1.185075	-1.022575	0.178725	-0.0155875	-0.22785	0.08685	1.36375	-1.4634	1.2605	1.333	0.3119	-0.0733875	0.229775	0.17075	0.0215375	0.1448	0.36425	1.5675	-0.19985	0.132425	1.090325	-0.0585375	-0.8378	0.267075	-1.1063	0.555575	1.38025	1.344	0.50075	1.5385	1.22775	1.3355	0.8523	1.48775	1.19175	0.664225	-0.0473375	0.916425	0.602475	1.486	0.2355	0.62765	0.394625	0.718725	0.54225	2	-1.19285	0.96065	0.1762	-0.991775	0.30205	0.350625	1.492	-1.988925	-0.343325	-0.0500375	0.758175	0.57485	-0.165325	-0.09995	0.60585	-0.31305	1.984	1.12295	1.48375	-1.21125	-0.0835625	-0.030775	0.1628	-0.721225	0.494175	-0.149025	-1.08235	1.14225	-1.86175	0.6875	1.64275	-0.0679625	-1.4611875	-0.76135	-0.936025	0.52195	-0.39025	1.04165	-0.62855	-0.61745	-0.13625	0.45765	-1.178875	0.195525	0.330475	-0.250275	-1.1021	0.0059875	-0.708375	-0.7165	-0.6864	0.369475	-1.3275	-1.08085	-1.012725	-0.739875	1.39275	-0.92945
G1P2	G1P2	-0.314966667	-0.8989667	-0.640533333	-1.05206667	-0.155666667	-0.255966667	-0.968866667	-0.17453333	-1.984667	-0.4067	-1.537333333	-1.1138	-0.069633333	1.396	0.6194	-0.602266667	-1.77133333	0.4261	0.63726667	0.1156	-0.32856667	-0.869066667	0.882	-0.915066667	0.3463667	-1.109266667	-0.83403333	0.031	-1.054866667	0.2967	-0.0842	0.1283	-0.447966667	-1.041166667	1.270666667	-1.134367	1.728333	-0.5052667	-2.221333	-1.51466667	-0.893571667	-0.2456	-0.5812	0.075633333	-0.697933333	-0.444366667	-1.834666667	-2.14966667	-1.261666667	0.979033333	-0.8050667	0.3230333	-0.3374	0.973166667	-1.075466667	1.272333333	0.446766667	-0.567766667	-0.5397	1.469333333	1.58	-1.2754	0.369933333	1.750666667	-0.0451	-0.0553	-0.4174667	0.7157	-0.232333333	-1.185	1.619666667	-1.462666667	0.870133333	0.2929	0.3772333	0.37286667	-0.2037	-1.029833	0.315033333	0.37763333	-1.839	0.117766667	0.1634333	0.3944	0.7918	-0.4864667	0.5031667	-0.1313	0.13866667	1.085133	0.745766667	0.3468	0.1233	0.831666667	-1.18766667	1.928333333	-0.616733333	1.0307	-0.642833333	-0.001733333	-0.27503333	-0.35485927	2.215666667	0.8166	-0.9355	1.053513333	0.5768	1.403666667	-0.044066667	0.6239	0.772733333	0.492533333	0.20393333	1.902	0.926533333	0.51813333	-0.852466667	2.10466667	0.6082	0.8911	1.315333333	1.760666667	-0.01303333	0.3388	0.2698667	0.262333333	-0.547711667	-0.1110333	1.655333333	0.538	0.38583333	-0.2021333	0.13006667	1.094333333	-0.71956667	0.548966667	0.452933333	-1.33	0.9895	0.376033333	0.688366667	0.961033333	1.0758	1.344	0.21756667	-0.753066667	1.0463	-0.565066667	0.648133333	-0.9863667	0.3397333	-0.536733333	1.663	-0.9172	1.892666667	0.6293	-0.79243333	2.668333333	0.5869	3.904667	-2.278666667	-0.097766673	-0.25296667	0.790933333	-0.2669	0.2031	-0.1194	0.402033333	-0.870733333	-0.19466667	0.7288	0.120833333	-0.905833333	-0.872633333	-0.661266667	1.639333333	0.8812	-0.3562	0.6902333	-1.524333333
GAPD	GAPD	0.07575	1.0925	0.0635	0.5135	0.28025	0.36405	-0.84115	0.56785	0.30945	-0.21175	0.64755	0.68065	1.098	0.318	0.49575	-0.184	-0.9699	-0.1905	-0.74745	-2.099	-0.8958	-0.671	1.1505	1.2345	0.47345	-0.75605	-0.4122	-0.47195	-0.2617	0.6038	-1.0415	1.2095	0.5557	0.27325	0.92935	0.03	-0.4527	0.4952	0.35505	0.23885	0.9711	0.60835	1.287	0.48435	-0.7031	-0.300169444	0.18995	0.4531	0.3598	0.7505	-0.75475	0.52345	0.43535	0.0468	0.06585	-0.1372	0.05	0.77245	-0.4278	1.076	0.0643	0.465	-0.91995	0.30235	-1.5445	-1.263	-1.4435	0.26265	-0.42505	0.26975	0.49915	0.8639	0.5752	-0.3493	0.2297	0.32775	0.54645	0.54055	-0.75125	-0.17485	-0.7745	-0.86405	-0.8646	-2	-1.52	-2.0625	-0.11915	-1.4475	-2.547	-1.8265	-1.7315	-1.586	-1.1395	-1.891	0.1574	-1.032	-0.9661	-0.86925	0.18215	-0.22475	-0.29265	0.0228	0.2938	-0.7896	-0.56425	-1.24085	-0.629	0.38575	-0.4604	-0.5755	0.14575	-1.106	-1.136	-2.3055	0.26395	0.3669	-0.37575	-0.1989	-0.44615	-0.36385	0.41855	0.18685	0.4181	0.1134	-0.17425	-0.37795	-0.252	-0.51525	-0.6165	-0.36615	-0.3576	-0.131	-0.4263	-0.73645	-1.88	-0.29545	0.06375	-0.57145	-0.67175	0.0112	-0.3749	0.84075	0.4293	-0.0389	0.3909	1.0388	0.2776	0.1721	-0.06305	-0.1368	0.02665	-0.36705	0.22825	0.2975	-0.7916	1.00105	0.5418	-0.62435	0.2159	1.174	-0.1201	0.60385	0.1766	-1.529	0.23585	-0.1974	0.57085	0.8888	0.13875	0.4018	0.29355	-0.82305	1.104	0.09365	0.932	-0.0121	0.93	-0.7561	0.3983	-0.14845
GARS	GARS	0.0597	0.0692	0.11605	0.6113	-0.3628	0.2752	-0.07045	0.31745	0.0271	0.2097	-0.59465	0.182	0.1946	0.15405	-0.14035	-0.7553	-0.59415	0.1531	-0.43325	-0.8871	-0.21535	-0.1521	0.4095	1.343	0.4005	-0.5964	0.01115	0.7701	0.4315	0.3027	-0.8543	-0.25315	0.3702	-0.65005	0.5978	-0.29395	-0.34095	0.719	0.00195	0.46775	0.0053	0.4483	0.21165	-0.63495	-0.33405	-0.7299	0.60925	-0.5054	-0.6057	0.10885	-0.34825	1.31	0.064	-0.0238	-0.55525	-1.0712	0.4393	0.2569	-0.1993	0.9016	-0.04015	0.3412	-0.37475	0.15985	-0.738	-1.0145	-0.89012	0.0223	-0.50315	0.31025	0.59745	-0.046	0.5615	0.32525	-0.1989	-0.13295	0.78575	0.08255	-0.62885	-0.0774	-1.274	-0.9815	-1.10885	-0.99755	-0.92495	-1.2995	-0.6593	-0.9369	-1.3725	-0.55105	-0.69685	-0.3793	-0.8856	-1.7036	-0.47635	-0.44513	-0.50805	-0.0393	0.07075	-0.04095	0.90555	-0.8328	0.02845	-0.3217	-0.33055	-1.183	-0.834	0.0463	-0.48825	-0.81305	-0.6208	-0.7087	-1.12575	-1.498	0.16045	0.2915	0.29405	0.03425	-0.74715	-0.66525	0.1258	-0.0948	0.7221	0.305	-0.1705	0.23075	-0.5239	-0.13605	-0.6973	0.46525	0.17495	-0.50765	-0.4034	0.1767	-0.99465	-0.61515	0.5397	0.43355	0.042	0.47645	0.18775	0.1636	0.02825	0.4441	0.5336	0.8562	0.30315	0.04955	0.15645	0.58905	1.1865	-0.18867	-0.1561	0.16005	-0.29335	0.5396	0.99475	-0.24745	0.2078	0.7689	0.3214	0.70165	0.82905	-0.68905	-0.60725	-0.5893	0.3477	0.14325	0.537	-0.16715	-0.38685	1.2545	0.5926	-0.03985	-0.13055	-0.021	0.4087	-0.3481	0.37515	0.7593
